ensembl_id	c1	c2	c3	c4	c5	c6	c7	c8	t1	t2	t3	t4	t5	t6	t7	t8
ENSG00000010539.10	596	727	884	665	725	1196	642	579	1093	652	664	481	571	960	822	591
ENSG00000010610.8	13621	2036	5349	2193	3085	5055	1359	4091	3913	5783	2505	2165	3541	3706	6722	2372
ENSG00000010626.13	224	896	647	716	208	270	398	974	353	423	434	279	396	535	309	165
ENSG00000010671.14	1205	133	537	207	446	328	158	362	739	344	222	187	326	518	919	128
ENSG00000010704.17	453	465	822	1081	512	980	510	1638	1949	671	592	622	1437	907	596	1694
ENSG00000010803.15	1446	2353	2281	2429	3783	3993	2275	4911	3487	1665	1454	3513	2767	1894	2549	4217
ENSG00000010810.16	5761	2616	2892	1923	3162	1618	1200	924	5325	1402	1621	1401	4124	3046	6082	2381
ENSG00000010818.7	4897	4081	9706	7849	3159	2297	6775	7433	7316	3052	7374	5837	7822	5275	4688	3525
ENSG00000010932.14	1097	181	376	178	127	47	107	84	222	218	738	119	355	180	454	23
ENSG00000011007.11	2401	3560	4698	3921	4332	5937	6122	5730	5014	3342	3125	2972	5693	4124	4455	4483
ENSG00000011009.9	3344	3360	2889	3441	6490	4139	4576	4086	3693	3007	2614	1794	5105	4183	4316	5636
ENSG00000011021.20	1144	1002	1728	1560	2375	2463	1925	2134	2016	933	650	2830	1848	1555	1518	1082
ENSG00000011028.12	10462	9229	6662	21383	2390	2345	36015	6873	29426	3827	9663	5164	34614	3433	21385	2593
ENSG00000011052.20	28	55	38	99	19	27	46	117	25	65	141	5	51	16	21	51
ENSG00000011083.7	19	5	4	2	84	3	39	5	12	7	4	9	21	4	465	6
ENSG00000011105.10	1909	4103	2252	4548	1375	3359	8894	7713	4661	2258	2711	1763	6366	1225	4590	641
ENSG00000011114.13	1601	1481	3117	5431	4275	4824	5976	4532	4383	2868	1815	3458	7509	2404	3157	2812
ENSG00000011132.10	1864	1953	2421	1560	1202	1189	2245	4142	1583	1512	967	578	1735	1329	2043	2435
ENSG00000011143.15	362	1213	578	1815	591	899	1039	1080	5945	1158	935	571	1225	640	572	618
ENSG00000011198.6	451	1513	787	1655	1066	872	887	957	1942	854	1187	736	1261	1103	1660	1367
ENSG00000011201.9	1020	1031	1355	2526	251	839	1238	1299	2957	655	913	643	3336	245	466	55
ENSG00000011243.16	1851	2589	2765	2898	2592	1887	2969	2167	2739	1826	2843	1871	2142	2259	1985	2427
ENSG00000011258.14	1033	1477	1964	4920	1289	3408	1904	2272	2223	2060	2609	1943	2211	1791	1483	1290
ENSG00000011260.12	1414	3324	1787	4325	1490	2690	2416	1591	2592	3754	3039	1315	3649	1975	1888	2038
ENSG00000011275.17	2651	2440	4549	6020	4440	5641	4056	3680	5071	2831	4733	3423	7019	2321	2944	5008
ENSG00000011295.14	2205	3041	1645	2192	3305	1966	4425	4570	2195	1803	1186	1399	3517	1564	3225	3717
ENSG00000011304.15	17465	37401	27696	47303	25451	35370	35779	18344	36750	34629	34159	13682	39665	23816	25733	39267
ENSG00000011332.18	27	575	168	536	94	55	406	73	81	986	559	55	323	64	153	110
ENSG00000011347.8	230	369	883	872	889	3846	3773	2514	563	331	856	1788	6004	451	4081	464
ENSG00000011376.8	1154	1697	1559	2229	2965	2954	1447	1434	2337	2096	1827	1004	2321	1380	1223	1681
ENSG00000011405.12	4303	4315	6308	6278	3874	11670	6857	4562	11841	3114	3051	9001	15297	8438	4628	8227
ENSG00000011422.10	2156	1620	5023	2804	8771	1719	4822	555	7716	1582	3065	4736	4907	8988	20963	12555
ENSG00000011426.9	1219	25081	6191	10432	9190	11448	8867	2818	6568	4992	6196	4366	14274	7264	3132	3346
ENSG00000011451.16	4697	11214	8946	15600	7687	5206	8067	7380	9647	9490	16320	4426	9977	4803	6104	8326
ENSG00000011454.15	2947	2435	4055	4596	7686	3265	7551	7179	7445	6669	9662	5053	7284	2970	2833	3182
ENSG00000011465.15	49576	17919	10152	20749	13147	4976	12085	15761	95948	18498	17754	17391	54734	28743	63032	4584
ENSG00000011478.10	271	477	357	533	1108	1312	730	652	516	472	660	548	683	394	607	1429
ENSG00000011485.13	2413	4235	3218	6596	5356	7615	4843	3353	3326	3766	4888	2993	3753	2381	3615	4133
ENSG00000011523.12	1786	2090	4898	6422	2684	2500	4035	6464	3879	2342	2957	1472	4664	1214	1737	1231
ENSG00000011566.13	1496	2669	4630	4977	3099	3750	4028	1738	5484	1935	2736	3034	3358	5668	2158	2433
ENSG00000011590.12	236	43	163	32	128	107	59	42	46	89	52	54	35	121	168	68
ENSG00000011600.10	15653	3850	3220	2026	2670	2332	1731	2890	3698	7368	2178	1280	2628	6032	12945	3430
ENSG00000011638.9	571	787	4145	2455	1251	768	4298	4588	1961	1641	4522	1796	2710	2192	1075	2619
ENSG00000011677.11	6	208	180	835	8	4213	702	597	3	178	436	1	0	87	4	0
ENSG00000012048.18	1161	5109	2559	4346	1949	5786	2876	1383	3647	4142	5125	1085	3866	2129	1520	1340
ENSG00000012061.14	2704	8136	2714	3938	2930	3664	3231	4615	2427	4322	2800	1675	2339	1990	3417	2664
ENSG00000012124.13	1318	29	1198	67	456	117	69	116	393	63	111	151	71	534	389	82
ENSG00000012171.16	3101	164	322	798	4673	1274	1641	804	3089	439	277	3551	811	4404	972	5914
ENSG00000012174.10	1298	1262	1651	2095	3126	3291	2018	1697	3086	790	1750	1654	2317	1661	2141	1602
ENSG00000012211.11	847	3695	4205	1743	1263	1751	3762	2273	2380	3800	2255	962	2020	1674	1337	3729
ENSG00000012223.11	534	207	12996	15	4496	79	14	348	147	52	25	360	142	5057	1493	806
ENSG00000012232.7	1504	4999	4347	4831	3837	10947	7365	4673	5859	3993	3391	3098	11025	2740	7039	6551
ENSG00000012504.12	6	0	13	1	78	724	0	5	18	0	0	269	0	379	157	0
ENSG00000012660.12	4533	4292	7215	11654	1410	995	16766	1680	5466	3512	5765	1532	16221	2074	5703	669
ENSG00000012779.9	2232	392	1033	986	8110	826	628	1098	1714	641	995	1834	1739	3001	5159	732
ENSG00000012817.14	7	992	1224	515	1083	536	472	5093	2810	462	440	960	993	956	2008	383
ENSG00000012822.14	4009	1747	3961	2358	3687	5995	5609	5920	4154	2304	2669	4071	3655	3238	4396	3287
ENSG00000012963.12	1665	2505	1953	3478	2407	2673	5162	3282	3295	4838	2178	1739	4518	1784	2377	1373
ENSG00000012983.10	2094	4343	4134	5104	3532	3906	8379	3957	5928	3762	5596	4454	6684	2925	3355	2164
ENSG00000013016.13	952	1669	5914	1761	519	379	1957	1469	1870	1384	1984	478	3879	443	2102	368
ENSG00000013275.6	3414	6965	6770	5818	6172	12610	5733	3271	4791	7200	8003	4016	5494	5115	5651	7725
ENSG00000013288.7	4574	2545	4814	7244	8641	6624	3814	4661	6845	2588	2471	3044	7406	3779	3845	6053
ENSG00000013293.5	5	9	65	8	5	2	4	4	6	3	1	6	10	1	1	3
ENSG00000013297.9	419	94	267	237	113	57	89	152	660	115	81	276	375	208	90	28
ENSG00000013306.14	5386	20793	8714	11399	7036	7481	12713	11100	7175	16533	18733	4729	17074	9344	8055	12510
ENSG00000013364.17	12230	5530	18375	10983	26114	8286	22598	9884	21018	6753	5672	8695	11108	19242	17227	25866
ENSG00000013374.14	6998	3983	4609	4364	8369	4433	5258	5150	7217	4752	2776	2335	4721	2671	3152	6703
ENSG00000013375.14	1323	3427	2271	3015	5107	4101	3255	1567	5463	1555	2172	2543	3231	4173	3430	5576
ENSG00000013392.7	344	322	320	247	688	389	219	502	483	181	176	350	195	493	413	479
ENSG00000013441.14	4858	3365	6682	3932	4263	5855	9614	13958	6791	2143	4924	4442	5057	8503	7026	2953
ENSG00000013503.8	532	1667	935	892	683	2365	886	517	1112	870	1095	414	1430	532	846	929
ENSG00000013523.8	1585	1420	2749	4064	3360	3832	2959	3161	3749	3024	1953	3082	3848	1919	3548	1847
ENSG00000013561.16	1523	1991	1942	2774	3219	1384	2909	2819	2861	1348	3328	1384	2279	1635	2251	1369
ENSG00000013563.12	762	1061	1035	1005	2300	1566	2632	1822	1562	1027	748	955	1592	782	1259	1638
ENSG00000013573.15	1784	2878	3142	3037	1916	3596	5706	3909	2191	5699	1484	1416	2671	1679	3283	2709
ENSG00000013583.7	1056	3709	1656	2301	1401	1305	2025	2438	2161	2339	1396	1415	2460	1531	1658	2854
ENSG00000013588.5	8639	261	10772	4901	47199	8628	29195	3339	51859	258	1266	66418	3570	67664	17567	60445
ENSG00000013619.12	596	595	468	337	1544	285	1119	374	857	410	165	406	880	1643	1340	2037
ENSG00000013725.13	5454	235	1493	264	1152	519	184	541	427	855	282	649	593	775	725	926
ENSG00000013810.17	2769	8542	4340	5712	22683	5606	3913	2057	3634	5945	2809	1352	4480	3706	2391	3867
ENSG00000014123.9	2207	4162	3796	3679	4400	3330	3054	2692	5043	3022	2134	3038	3131	3739	2722	1490
ENSG00000014138.7	1284	3597	2083	3237	2266	2245	2137	1394	2255	3957	1505	870	2849	1290	1177	2680
ENSG00000014164.6	2771	4121	4824	9058	5364	3864	6707	4489	3259	9232	6210	1932	6993	2558	2179	6176
ENSG00000014216.14	9707	20481	42327	39042	21428	14113	41925	26190	16055	19581	20221	8556	44754	15937	18027	30309
ENSG00000014257.14	223	181	786	1594	134	1536	1772	868	1764	696	3870	185	338	91	393	5613
ENSG00000014641.16	3923	12300	8125	7651	6239	6448	8854	5195	6308	7820	6161	2827	6123	4628	5009	6104
ENSG00000014824.12	2736	3659	3274	5308	4935	3236	2903	10175	4011	2749	2666	3106	3240	3596	3563	3479
ENSG00000014914.18	1730	492	1928	1328	5726	1349	2929	1169	2992	598	227	1319	999	1963	2299	3579
ENSG00000014919.11	1996	3498	3906	4625	4347	3410	3829	4621	4678	3683	2895	1716	3959	2888	2098	4798
ENSG00000015133.17	5670	3542	5951	6481	7616	2748	14099	4174	10353	4508	1881	4575	7069	3704	4025	8767
ENSG00000015153.13	936	1462	1317	754	633	1384	1031	610	1592	1061	1017	767	969	1026	1635	860
ENSG00000015171.17	3184	4126	5195	5736	7110	4978	6228	8932	8906	3023	3776	5500	3446	3280	4781	3500
ENSG00000015285.9	4213	410	1612	344	1119	846	328	791	941	1188	420	400	537	1463	2631	759
ENSG00000015413.8	432	26	67	19	316	704	18	10	124	21	73	21	34	7	237	2
ENSG00000015475.17	1296	1424	3775	8067	2215	2318	3217	1186	2224	2383	4948	1435	3931	1733	2959	3499
ENSG00000015479.16	392	253	989	385	439	794	915	634	1177	233	531	681	410	744	783	315
ENSG00000015520.13	147	32	108	11	38	7666	72	35	25	29	8	1809	32	648	1914	3753
ENSG00000015532.8	2023	2636	3136	6806	1935	5162	5118	4184	13228	3061	4658	2647	8495	1995	2467	4107
ENSG00000015568.11	11	3	39	28	15	24	23	6	19	5	11	21	17	14	5	8
ENSG00000015592.15	5	13	63	25	0	0	3	7	0	163	0	1	3	1	0	2
ENSG00000015676.16	4237	8326	8116	8646	7287	9799	8396	10234	5346	4781	6912	5284	8325	3768	5562	7228
ENSG00000016082.13	103	0	32	0	123	153	3	0	84	38	4	132	2	8	230	0
ENSG00000016391.9	1751	402	317	89	7047	3294	170	62	2422	442	33	2515	170	1270	1785	4407
ENSG00000016402.11	280	1343	381	1593	3444	346	566	2464	447	687	423	349	292	315	9	561
ENSG00000016490.14	2	5	18	0	0	136	0	3	1	0	0	3	0	2	877	170
ENSG00000016602.9	9	23	29678	102	2160	24	346	755	0	177	187	40	408	34	100	8
ENSG00000016864.15	2061	2827	1508	2439	3257	2001	1878	1994	3416	2422	1123	2090	3426	2305	2689	3219
ENSG00000017260.18	6645	8955	20401	18617	6322	10873	12008	8836	14185	10948	14478	8313	20438	11962	8102	11943
ENSG00000017427.14	751	34	48	76	59	1033	172	96	1191	103	35	53	51	460	66	4
ENSG00000017483.13	2198	295	523	303	369	144	829	168	3838	1001	369	2243	745	180	3577	8516
ENSG00000017797.10	3567	6290	8810	9403	15195	8434	13800	6869	12841	5713	7562	7200	11703	4738	6568	18341
ENSG00000018189.11	1277	647	2598	2055	2982	2814	2376	5536	3095	923	3007	2387	1301	1765	1590	824
ENSG00000018236.13	549	2755	1735	2099	35	23	1306	1448	241	636	2083	1070	686	135	32	3
ENSG00000018280.15	390	379	363	976	576	612	879	171	4721	416	1113	1189	1605	2698	13783	3100
ENSG00000018408.13	6478	2538	9007	22552	8395	4965	35014	12162	21657	9659	5392	8663	8797	15245	5430	1049
ENSG00000018510.11	2844	3512	4128	4993	5056	5296	4775	6391	9923	2943	4856	2778	11241	3069	4640	3872
ENSG00000018607.6	0	1	16	1	0	1	2	0	1	1	1	1	0	2	1	1
ENSG00000018610.12	720	1665	801	904	750	2101	838	1591	1239	1187	1135	853	1504	979	824	1162
ENSG00000018625.13	416	27	358	376	112	38	35	3014	548	33	8	303	85	548	95	2
ENSG00000018699.10	932	2158	1719	1981	1812	1766	1317	902	1766	1693	1396	531	2029	797	884	1386
ENSG00000018869.15	156	36	51	48	32	125	28	51	148	39	103	24	62	68	83	23
ENSG00000019102.10	92	46	144	7	69	482	7	7	2640	13	20	2709	17	118	148	9115
ENSG00000019144.15	5864	1253	1544	4340	3378	1974	2380	2729	11176	1421	1986	2525	9027	2223	5339	2382
ENSG00000019169.10	27	65	135	119	39	19	406	63	176	82	619	327	140	300	3190	1149
ENSG00000019186.8	14	182	2500	35	67	36	259	45	2	163	46	11465	2734	77	28	1
ENSG00000019485.11	613	1324	1226	1892	754	1689	1467	1692	1359	1120	1310	814	2977	622	473	472
ENSG00000019505.6	905	87	382	222	2856	1384	430	24	1859	8	623	1086	543	5344	2291	2
ENSG00000019549.7	1119	2407	2017	5526	510	198	6615	3358	1900	3545	1995	251	10193	1320	4481	265
ENSG00000019582.13	613643	64444	318149	61231	294981	105218	47504	202194	65193	166553	57410	61509	78196	417463	124430	282700
ENSG00000019991.14	793	106	265	431	370	390	86	338	3577	132	276	577	224	760	2712	417
ENSG00000019995.6	743	926	1977	2554	2903	1743	2241	1474	1772	786	1882	1259	1706	845	1382	1522
ENSG00000020129.14	2240	2816	2483	4076	2873	2811	4398	1988	5502	2510	2122	1193	4144	1750	2086	5717
ENSG00000020181.16	8219	2221	2733	4944	3681	2954	4286	2514	16901	2007	3165	3842	9450	2349	17006	2498
ENSG00000020219.9	1	2	11	2	6	4	6	3	0	1	0	2	0	1	1	3
ENSG00000020256.18	1136	3106	2531	6633	2169	2836	4084	2365	2482	3961	3232	1381	3154	821	1374	3175
ENSG00000020426.9	431	1775	1084	1449	656	743	2773	855	1027	1986	760	649	1674	675	746	557
ENSG00000020577.12	1200	644	1349	1309	1796	2305	1876	1644	2619	473	511	1340	1794	2848	3865	1286
ENSG00000020633.17	4182	4244	4454	2772	2245	972	5687	3945	911	2813	1188	831	4424	1425	1827	837
ENSG00000020922.11	1150	1437	1497	2333	3351	2851	1428	2304	3613	3022	1081	1726	3419	1243	2117	2292
ENSG00000021300.12	349	94	659	127	1587	1228	425	197	3711	132	155	2733	129	222	1881	14169
ENSG00000021355.11	6684	2769	17229	4785	16621	7605	6751	3224	7782	3573	9609	4148	3054	11574	14213	27379
ENSG00000021461.15	4	3	18	3	11	15	5	9	8	0	2	23	1	9	5	1
ENSG00000021488.11	11	9	81	31	14	109	37	41	216	13	4	29	71	25	47	454
ENSG00000021574.10	1495	8085	4990	6746	2828	3439	6573	1262	3376	2954	4263	1276	4067	1454	1868	1762
ENSG00000021645.16	984	589	1848	939	140	3633	283	3421	408	358	277	397	181	86	133	8
ENSG00000021762.18	1802	1123	1652	2678	2705	549	4756	1640	3643	1619	1062	1309	1387	3689	3767	3277
ENSG00000021776.9	3103	2439	9038	5385	3577	5929	5919	5963	6995	4298	5026	3269	5096	2996	4701	6014
ENSG00000021826.13	1810	71	145	56	225	355	58	40	25155	12	58	1451	145	57	194	127
ENSG00000021852.11	3	2	6	1	1	8	1	4	0	17	4	0	0	0	4	2
ENSG00000022267.15	5658	3489	2830	4307	2080	993	975	13002	6557	1168	2387	2809	3924	3471	1798	438
ENSG00000022277.11	2870	4146	4410	5051	3600	5842	7022	5147	6561	3842	4881	3560	3496	4003	4151	2948
ENSG00000022355.13	0	0	52	0	1	0	0	1	0	0	0	2	0	0	1	0
ENSG00000022556.14	2516	68	413	34	3524	4497	4078	4356	10	3567	6	2835	162	1022	581	742
ENSG00000022567.8	871	1458	2694	3615	6467	2762	3046	692	4147	1493	3147	3510	4870	1689	2260	9045
ENSG00000022840.14	9432	22333	13897	12985	15193	15095	16789	11158	16196	11730	13730	6980	17443	9969	10312	21321
ENSG00000022976.14	231	340	228	468	465	440	586	827	428	405	206	293	730	278	373	413
ENSG00000023041.10	1656	2828	3172	2714	2163	3231	2833	1690	3111	2672	2304	1566	2418	2691	2414	4016
ENSG00000023171.13	1402	235	332	225	14964	575	199	135	607	214	162	4273	193	2099	716	698
ENSG00000023191.15	4184	6685	11267	10243	6633	4053	21396	6584	6396	10288	7256	2242	12544	6459	7282	16571
ENSG00000023228.12	3460	9156	6832	11045	8974	8699	7386	7171	11760	4197	3367	5304	9886	4485	6393	7273
ENSG00000023287.11	2665	5215	7735	11564	7324	7274	5287	7003	8963	5404	12959	6015	11521	4061	5631	4742
ENSG00000023318.7	4693	5902	6008	6026	7109	5124	8695	3864	12480	7926	9378	3408	6841	7529	8112	9626
ENSG00000023330.13	2771	2514	3271	3378	4626	2539	2073	2035	5772	2450	3749	2366	3474	3621	4542	6776
ENSG00000023445.12	23181	559	11001	739	18150	2792	1557	1689	7437	660	683	20314	2048	28750	11271	30326
ENSG00000023516.8	4170	2654	7432	9434	7351	4533	6380	3588	8768	2820	6164	5400	8078	4213	6389	3002
ENSG00000023572.7	267	761	480	551	432	374	479	413	1083	522	347	252	567	355	556	915
ENSG00000023608.4	217	2149	1399	852	416	392	2260	522	1010	1110	344	646	1430	591	846	267
ENSG00000023697.11	973	3519	3129	3733	1147	1617	4250	1892	1783	3481	1771	1124	3118	2011	1634	1518
ENSG00000023734.9	3335	10596	10432	9767	4458	6546	6850	7312	9101	9587	8991	3364	11550	5516	7207	6439
ENSG00000023839.9	88	79	167	961	190	11943	55	186	70	162	76	32	205	120	47	35
ENSG00000023892.10	3257	737	2344	1266	2785	1032	6153	2493	1738	1750	1966	900	1833	1144	1881	3164
ENSG00000023902.12	5356	2263	2959	2659	1667	1358	2399	2964	2781	3335	1172	1447	2673	2281	4760	1659
ENSG00000023909.8	1074	9768	30012	46784	3289	4442	6740	1790	4177	21433	5261	1780	21249	1635	2481	2275
ENSG00000024048.9	3899	1856	5881	3507	6361	4001	10217	6644	6133	2513	3131	4416	10701	3985	3175	5210
ENSG00000024422.10	10355	4569	15818	14620	6626	7513	34414	23896	25330	6048	5695	9144	29733	12551	16379	15565
ENSG00000024526.15	399	4792	1756	1584	4087	3013	2513	498	2214	1234	1255	531	2479	1127	890	1475
ENSG00000024862.15	1119	1076	1049	719	659	737	1385	1118	1117	1285	1056	687	1177	911	895	722
ENSG00000025039.13	627	1139	1404	1656	672	904	2442	4061	1056	801	2575	459	534	660	569	180
ENSG00000025156.11	596	2000	1517	1156	874	901	954	952	876	1108	944	548	1180	608	543	560
ENSG00000025293.14	2173	3330	2995	3362	4431	6121	6555	4661	5648	1581	2290	2857	3083	2868	3768	6077
ENSG00000025423.10	57	603	106	137	55	41	281	429	168	59	78	48	122	54	77	24
ENSG00000025434.17	3055	638	721	692	1157	993	879	745	1745	1129	1087	1056	776	1507	923	2186
ENSG00000025708.11	30846	12288	32516	15532	7241	5663	53890	11336	6028	21857	5123	4636	10518	15841	15110	12485
ENSG00000025770.17	1802	3996	2587	4305	1785	3229	8332	1820	1997	3342	2419	1157	3058	1893	2464	2894
ENSG00000025772.7	1823	4062	2817	3096	3443	5071	5042	2985	3522	3619	4095	1545	2180	3608	1810	3690
ENSG00000025796.12	3962	7650	6879	6936	8195	6148	7018	5373	9369	4270	4841	4224	9571	6174	6045	4277
ENSG00000025800.12	4779	8256	7920	7603	9366	12248	13613	11159	19065	3610	6019	4535	14364	5419	7470	17468
ENSG00000026025.12	63455	29189	16561	36376	35848	14013	35473	18340	71976	25119	26369	18299	60682	35098	92486	26199
ENSG00000026036.19	379	186	472	388	1643	441	560	561	481	163	260	294	221	1341	1515	2075
ENSG00000026103.18	3030	1084	3302	825	1293	543	941	1140	2851	1259	387	750	912	2674	1294	4656
ENSG00000026297.14	3863	3869	2627	1378	3077	4994	1850	1959	3071	2795	1050	4277	949	5029	4634	10473
ENSG00000026508.15	25240	53047	47074	71031	9319	6418	143591	51650	36733	32984	145004	13686	150875	28856	33144	46204
ENSG00000026559.12	39	1085	554	1591	567	943	1102	1604	170	118	264	11	803	14	428	18
ENSG00000026652.12	465	465	1006	781	554	501	977	593	1813	286	707	584	1282	1197	1482	361
ENSG00000026751.15	9378	537	2431	543	4105	1321	374	1363	358	1702	1081	1199	201	1776	2410	880
ENSG00000026950.15	7683	1363	5515	1648	11145	1984	1718	7798	3913	3411	1637	2701	3154	5998	2292	5948
ENSG00000027001.8	878	1556	1118	2476	1830	601	1652	569	1308	1351	1086	475	969	953	1144	1274
ENSG00000027075.12	4807	1972	5031	2972	1916	1549	3866	1763	2984	2402	2993	1797	3817	2524	2579	818
ENSG00000027644.4	28	3	33	7	9	11	12	1	10	9	11	7	6	12	10	3
ENSG00000027697.11	7170	6925	13784	8551	29670	5336	12203	10328	7622	6548	4682	3126	10506	7964	7921	5393
ENSG00000027847.12	1522	3002	1363	2730	1603	1402	1938	3223	2464	1080	1809	1663	1694	2310	2040	2752
ENSG00000027869.10	1574	676	828	498	772	414	270	257	727	873	206	328	628	814	685	879
ENSG00000028116.15	2377	1098	3848	2261	1623	2523	1620	791	1530	935	1655	748	1496	1358	974	765
ENSG00000028137.15	8210	1130	3555	1325	6524	5116	1336	1985	5627	2451	1224	3880	2105	6396	11259	5119
ENSG00000028203.16	3713	6303	4586	5373	3324	7715	8249	4088	6593	4147	5942	4173	7566	5633	4980	2876
ENSG00000028277.19	3811	1360	2195	355	2348	1222	762	1040	1553	1104	972	696	1894	1347	6606	976
ENSG00000028310.16	1254	3585	2480	2836	3189	1983	3049	2433	2815	2176	1608	2488	4385	3978	2594	1737
ENSG00000028528.13	5563	4753	4503	5061	3902	5408	8924	9229	7301	5375	6460	4301	5576	4572	7299	7149
ENSG00000028839.8	622	2422	1354	1781	1087	733	1173	808	1190	1695	1383	324	1803	840	1166	547
ENSG00000029153.13	2732	2701	25204	5942	3312	4493	8978	983	7073	2769	6021	3289	7516	11856	4499	4937
ENSG00000029363.14	7038	13345	10438	12175	14579	12040	12995	9350	11489	9880	10499	6993	12620	10191	8088	5410
ENSG00000029364.10	3735	4161	6864	10217	8846	7477	11047	9692	9616	7337	5236	6579	11147	4814	6900	6448
ENSG00000029534.18	344	58	577	84	377	207	1847	144	526	52	107	155	893	452	481	12723
ENSG00000029559.6	6	488	66	322	5	80	107	69	40	74	66	26	156	36	233	29
ENSG00000029639.9	450	869	522	583	501	545	1147	481	884	680	840	277	965	792	421	730
ENSG00000029725.15	3637	2381	2551	4502	2859	3392	4444	3230	6794	2675	2456	2337	7195	2788	3676	2863
ENSG00000029993.13	670	12600	1509	7152	6326	7596	3449	1714	3244	12548	4844	1226	7676	2726	3381	2329
ENSG00000030066.12	3392	6078	4869	8249	3766	7145	5865	5855	7918	4100	6047	5906	12117	5482	3168	6441
ENSG00000030110.11	1606	2427	4335	1635	4754	1260	8386	2389	3403	1714	2745	1047	2413	3728	2357	8071
ENSG00000030304.11	55	23	109	15	17	8	49	16	98	26	23	22	4	81	51	1
ENSG00000030419.15	1108	276	4773	1419	983	1109	1442	2731	589	384	1452	1903	1024	1752	551	155
ENSG00000030582.15	44212	30839	38200	30940	25783	51655	71337	46332	57279	32342	41912	21082	61809	32635	38372	35203
ENSG00000031003.9	1686	1207	1787	1851	1879	2376	2709	2239	3703	948	1265	1543	1284	1919	1268	1133
ENSG00000031081.9	4362	824	3481	3017	1400	1334	807	1389	5961	976	2042	1331	4368	2065	4796	943
ENSG00000031691.6	186	533	608	482	505	596	742	336	594	563	476	170	1040	401	250	432
ENSG00000031698.11	5765	11255	5171	6564	7693	5899	13615	8362	7120	4408	7533	2311	10607	4657	5479	11179
ENSG00000031823.13	4054	4276	4782	5619	2660	3116	4685	5693	3690	4649	4775	1694	4775	4070	3866	5576
ENSG00000032219.17	2200	1891	4276	2328	3436	3258	3660	2627	4481	2393	838	3773	2333	3226	3818	1646
ENSG00000032389.11	845	1488	3402	2354	2666	1119	3019	689	1981	2071	1929	308	1931	1505	794	2073
ENSG00000032444.14	3630	4390	5696	5869	4844	3493	5068	7359	6165	4007	2677	2242	9598	4387	8130	9151
